"","Mcav_na_K11_na_exp_na_salmon","Mcav_na_K12_na_control_na_salmon","Mcav_na_K13_na_exp_na_salmon","Mcav_na_K14_na_control_na_salmon","Mcav_na_K15_na_exp_na_salmon","Mcav_na_K16_na_control_na_salmon","Mcav_na_K17_na_D1_na_salmon","Mcav_na_K18_na_D1_na_salmon","Mcav_na_K19_na_D1_na_salmon","Mcav_na_K22_na_D1control_na_salmon","Mcav_na_K23_na_D1_na_salmon","Mcav_na_K25_na_D1_na_salmon","Mcav_na_K27_na_D4control_na_salmon","Mcav_na_K29_na_D1_na_salmon","Mcav_na_K31_na_D1_na_salmon","Mcav_na_K33_na_D1control_na_salmon","Mcav_na_K34_na_D1control_na_salmon","Mcav_na_K36_na_D1_na_salmon","Mcav_na_K38_na_D2control_na_salmon","Mcav_na_K39_na_D2control_na_salmon","Mcav_na_K40_na_D1_na_salmon","Mcav_na_K42_na_D4control_na_salmon","Mcav_na_K43_na_D3control_na_salmon","Mcav_na_K44_na_D1_na_salmon","Mcav_na_K45_na_D1_na_salmon","Mcav_na_K47_na_D4control_na_salmon","Mcav_na_K49_na_D1_na_salmon","Mcav_na_K50_na_D1control_na_salmon","Mcav_na_K51_na_D4control_na_salmon"
"Mcavernosa02597-RA",0,7.298099,1.497336,0,0,0,0,4.903886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02598-RA",0,0,4.876994,0,0,0,0,0,3.578346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02600-RA",0,8.721256,4.83117,0,0,0,0,5.274146,11.81575,0,0,0,32.52987,0,0,45.89168,0,0,0,0,68.12851,0,0,0,0,5.509914,0,0,0
"Mcavernosa02601-RA",0,1080.168,317.3136,0,0,0,0,593.8432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02602-RA",0,9.746003,8.651974,0,0,0,0,4.533737,6.348124,0.357471,3.715961,0,5.852757,0,0,3.698362,0,0,8.836178,0,0,0,0,0,0,0,6.772719,0,0
"Mcavernosa02603-RA",0.47968,25.12656,28.7882,3.235395,4.239741,0,0,30.20731,24.096,18.90967,3.772181,0,47.92391,13.23926,19.41807,43.3832,0,32.29431,0,0,0,0,0.98531,0.424075,1.041365,26.77618,0,0,56.23949
"Mcavernosa02604-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02605-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02606-RA",0,4.873002,6.74854,0,0,0,0,29.46929,49.51536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02607-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02608-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02609-RA",0,0,0.364109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.201065
"Mcavernosa02610-RA",0,0,0.68753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02612-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02613-RA",0,1.243509,4.592308,0,0,0,0,0,2.105917,0.592935,0,0,0,0,0,71.56851,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02614-RA",0,4.427486,11.85434,47.31834,49.10961,201.2217,0,0,1.499614,9.711198,0,0,0,0,241.3944,0,0,0,0,0,0,3.495717,0,0,0,21.44517,0,0,0
"Mcavernosa02616-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02618-RA",0,3.739474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02619-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02620-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02621-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02623-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02624-RA",0,11.76876,10.86557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02625-RA",0,1.264688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02626-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02627-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02628-RA",0,1.135319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02629-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02630-RA",0.773102,5.854921,0.900932,0,0,0,0,20.65432,1.652578,6.514118,0,0,0,0,0,0,0,0,0,0,0,0,3.790176,418.2912,0,0,0,0,1.485923
"Mcavernosa02632-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02633-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02635-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02636-RA",2.25441,145.123,27.58527,0,0,0,0,0,9.638027,0,0,0,0,0,0,0,87.23972,0,0,0,9.261996,0,0,0,0,26.9664,0,0,0
"Mcavernosa02637-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02638-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02639-RA",7.288593,18.91063,6.842178,0,9.162171,0,0,7.727116,7.790028,2.680741,0,0,48.32431,0,0,0,0,10.27341,0,0,1.663577,0,9.925765,0.715965,0,1.614508,0,0,2.334813
"Mcavernosa02641-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02643-RA",0,1.736965,0.200458,4.640913,0,0,0,0,0,3.105848,0,0,0,0,0,3.570311,0,0,0,0,0,5.142822,0,0,0,0,0,0,0
"Mcavernosa02644-RA",0,8.395537,2.855715,0,1.485218,0,0,0,2.244958,6.95291,0,0,9.390652,215.2346,0,10.1725,0,0,0,0,0,59.30931,39.47411,0,0,0,0,38.63903,0
"Mcavernosa02645-RA",0,1.374491,0.634504,0,0,0,3.905344,2.078046,0,0.491543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02646-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02647-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02649-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02650-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02651-RA",9.303419,13.70006,12.19692,47.06297,17.81648,55.59326,0,2.95895,24.85867,25.19684,0,0,33.10502,0,0,38.61985,0,0,86.50416,0,31.85174,28.97376,55.11275,0,0,3.864028,0,0,25.33203
"Mcavernosa02652-RA",14.46424,6.443639,6.692767,0,0,0,0,6.494609,3.637492,3.328519,0,0,0.232892,0,0,0,0,0,0,0,0,80.55316,0,0.752207,0,3.957879,0,0,0
"Mcavernosa02653-RA",0,17.61989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8376,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02654-RA",0,0,2.696046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa02655-RA",67.88003,96.58377,64.00214,116.5421,87.26831,53.09962,17.70475,56.52451,36.93454,95.82084,200.7584,0,48.64629,135.5008,0,43.54781,47.75961,10.43762,0,0,106.4806,18.44942,36.30391,0,0,37.72722,0,232.7107,37.95412
"Mcavernosa02656-RA",1.337031,18.56382,41.6793,9.018138,0,0,0,61.23489,35.72537,16.49629,0,0,80.14815,0,6.765589,45.78924,0,0,0,44.33283,0,3.331146,0,0,0,0,0,0,1.284905
"Mcavernosa02657-RA",1.438203,21.78385,9.218029,0,12.20334,0,0,65.86849,21.52006,19.90852,0,0,0,0,0,47.76154,0,0,0,0,0,0,0,0,0,61.1671,0,0,157.5632
"Mcavernosa02658-RA",27.68032,10.57349,11.672,0,0,0,5.224779,8.340365,2.33563,2.630448,0,0,0,0,0,3.023818,0,0,0,0,0,0,0,0,0,1.936267,0,0,0
"Mcavernosa02659-RA",111.2988,256.1112,228.9733,115.4922,213.6973,49.11316,0,513.0066,492.2941,351.4167,0,0,304.1793,131.5944,86.64455,511.7733,0,644.4056,267.4735,541.9481,21.10426,149.3129,62.95948,1.513797,4.436087,292.434,0,314.9853,381.7638
"Mcavernosa02660-RA",348.4673,134.1473,83.31879,130.3351,223.6266,438.7824,1626.252,54.08337,101.8877,93.81475,0,0,89.56461,0,338.9708,118.9852,0,185.2106,268.3102,161.1514,177.3011,0,47.36732,2.277799,0,89.88801,0,231.0535,55.71049
"Mcavernosa02661-RA",0,25.64738,17.99611,32.89247,0,0,0,1.551015,23.45465,21.03436,0,0,39.15529,0,0,26.99155,15.72611,0,0,0,1.669597,20.24986,0,0.718556,0,17.01367,0,0,0
"Mcavernosa02662-RA",0,1.254009,2.604985,0,0,0,0,0,9.556644,8.670149,0,0,11.42155,0,0,0,0,0,0,0,0,42.07932,0,0,0,0,0,0,0
"Mcavernosa02663-RA",1.830247,53.13377,40.52457,0,0,0,5041.053,481.9866,97.80813,45.16317,675.5892,0,1.001954,0,0,15.19524,0,0,0,0,654.1851,45.59969,0,640.7601,0,85.13837,0,0,98.49798
"Mcavernosa02664-RA",7.543026,31.04647,18.15376,4.424083,35.24833,0,0,23.78196,24.53642,19.54087,0,0,6.642896,0,0,14.2947,0,0,0,33.61151,0,0,36.98013,0,0,4.358785,0,0,3.151719
"Mcavernosa02665-RA",0,3.788534,2.44845,0,0,0,0,0,7.699182,3.251633,0,0,0,0,0,0,0,0,0,48.85659,0,0,0,0,0,0,0,0,0
"Mcavernosa02666-RA",0,14.19845,13.1088,0,0,0,0,0,2.09091,3.237902,0,0,0,0,0,4.060487,18.92611,0,0,0,148.6906,12.18519,0,0,0,13.00043,0,0,0
"Mcavernosa02668-RA",0,61.03558,8.180049,84.16929,0,0,0,0,10.0031,115.474,663.6181,0,105.8883,102.7547,15.78637,132.7425,60.36284,395.7598,23.20612,4.701967,6.408553,7.772674,7.647351,5.516186,8.082416,129.5734,17.78694,0,2.998112
"Mcavernosa02669-RA",26.22108,14.63889,34.08242,0,31.73325,18.07916,0,17.32072,9.700969,12.7464,91.48847,0,28.43299,0,0,24.07206,0,0,187.5434,0,0,15.07581,0,0,0,3.015834,0,0,0.969186
"Mcavernosa02671-RA",215.1513,63.89815,95.01491,157.5936,106.3549,10.47138,13.96568,146.7659,113.4158,39.25704,3.04539,209.0855,0,181.7034,211.8285,62.63997,0,214.0658,0,98.30778,133.9888,21.82964,76.36503,333.9444,0,37.19951,0,293.2556,71.10416
"Mcavernosa02672-RA",0,4.892112,8.468756,39.21299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.75602,0,0,0,0,0,0
